DocumentID	Title	Date	Authors
177	On the proposed conservation of the specific name of Papilio sylvanus Esper,[1777] (currently Ochlodes venata or Augiades sylvanus; Insecta, Lepidoptera)	1998	De Jong, R  | Karsholt, O
178	On the proposed designation of Iguanodon bernissartensis Boulenger in Beneden, 1881 as the type species of Iguanodon Mantell, 1825, and proposed designation of a lectotype (Reptilia, Ornithischia)	1998	Norman, D  | Milner, A C
179	On the proposed conservation of the names Hydrosaurus gouldii Gray, 1838 and Varanus panoptes Storr, 1980 (Reptilia, Squamata) by the designation of a neotype for Hydrosaurus gouldii	1998	Boehme, W  | Ziegler, T  | Sprackland, R G  | Smith, H M  | Strimple, P D
180	On the proposed suppression of all prior usages of generic and specific names of birds (Aves) by John Gould and others conventionally accepted as published in the Proceedings of the Zoological Society, of London	1998	Olson, S L  | Schodde, R  | Bock, W J
181	Opinion 1902	1998-09-30	
182	Opinion 1903	1998-09-30	I C Z N
183	Opinion 1904	1998-09-30	
184	Opinion 1905	1998-09-30	
185	Opinion 1906. Euchroeus Latreille, 1809 (Insecta, Hymenoptera): conserved; Chrysis purpurata Fabricius, 1787 (currently Euchroeus purpuratus): specific name conserved; and Chrysis gloriosa Fabricius, 1793: specific name suppressed	1998-09-30	Nomenclature, International Commission On Zoological
186	Opinion 1907	1998-09-30	
187	Opinion 1908	1998-09-30	
188	Opinion 1909	1998-09-30	
189	Haliotis clathrata Reeve, 1846 (non Lichtenstein, 1794) and H. elegans Philippi, 1844 (Mollusca, Gastropoda): proposed conservation of the specific names	1998	Geiger, D L  | Stewart, K A
190	Polydora websteri Hartman in Loosanoff & Engle, 1943 (Annelida, Polychaeta): proposed conservation of the specific name by a ruling that it is not to be treated as a replacement for P. caeca Webster, 1879, and designation of a lectotype for P. websteri	1998	Radashevsky, V I  | Williams, J D
191	Spherillo Dana, 1852 (Crustacea, Isopoda): proposed designation of S. vitiensis Dana, 1853 as the type species, with designation of a neotype	1998	Lehtinen, P T  | Taiti, S  | Ferrara, F
192	Terebratula Müller, 1776 (Brachiopoda): proposed designation of Anomia terebratula Linn\aeus, 1758 as the type species	1998	Lee, D E  | Brunton, C H C
193	Coluber Infernalis Blainville, 1835 And Eutaenia Sirtalis Tetrataenia Cope In Yarrow, 1875 (Currently Thamnophis Sirtalis Infernalis And T. S. Tetrataenia; Reptilia, Squamata): Proposed Conservation Of The Subspecific Names By The Designation Of A Neotype For T. S. Infernalis	1998	Barry, Sean J  | Jennings, Mark R
194	Crotalus ruber Cope, 1892 (Reptilia, Serpentes): proposed precedence of the specific name over that of Crotalus exsul Garman, 1884	1998	Smith, H M  | Brown, L E  | Chiszar, D  | Grismer, L L  | Allen, G S  | Fishbein, A  | Hollingsworth, B D  | Mcguire, J A  | Wallach, V  | Strimple, P  | Others
195	Comments On The Proposed Conservation Of The Specific Names Of Strombidium Gyrans Stokes, 1887 (Currently Strombilidium Gyrans) And Strombilidium Caudatum Kahl, 1932 (Ciliophora, Oligotrichida)	1998	Corliss, John O
196	On the proposed designation of Cylindrella goldfussi Menke, 1847 as the type species of Holospira Martens, 1860 (Mollusca, Gastropoda)	1998	Gilbertson, L H
197	On the proposed conservation of the specific name of Cicada clavicornis Fabricius, 1794 (currently Asiraca clavicornis; Insecta, Homoptera)	1998	Emeljanov, A F  | Kerzhner, I M
198	Comments on the proposed conservation of the names Labrus Linnaeus, 1758, Cichlasoma Swainson, 1839 and Polycentrus Müller & Troschel, 1848 by the designation of neotypes for Labrus bimaculatus Linnaeus, 1758 and L. punctatus Linnaeus, 1758 (Osteichthyes, Perciformes)	1998	Kottelat, Maurice  | Wheeler, Alwyne
199	On the proposed designation of Iguanodon bernissartensis Boulenger in Beneden, 1881 as the type species of Iguanodon Mantell, 1825, and proposed designation of a lectotype	1998	Barrett, P M  | Carpenter, K  | Sues, H D
200	On the proposed conservation of the specific name of Australopithecus afarensis Johanson, 1978 (Mammalia, Primates)	1998	White, T  | Renne, P  | Stringer, C  | Ohman, J C
201	Opinion 1910	1998-12-18	
202	Dasineura Rondani, 1840 (Insecta, Diptera): Tipula Sisymbrii Schrank, 1803 Designated As The Type Species	1998	I C Z N
203	Opinion 1912	1998-12-18	
204	A revision of the large Barbus (Pisces, Cyprinidae) of east and central Africa. Studies on African Cyprinidae. Part 2	1973	
205	Some digenetic trematodes in fishes from the Bay of Biscay and nearby waters	1973	Bray, Rodney A
206	The indigenous earthworms (Megascolecidae: Oligochaeta) of Tasmania	1974	Jamieson, Barrie Gillean Molyneux
207	The freshwater fishes of rivers Mungo and Meme and Lakes Kotto, Mboandong and Soden, West Cameroon	1974	Trewavas, Ethelwynn
208	The freshwater fishes of rivers Mungo and Meme and Lakes Kotto, Mboandong and Soden, west Cameroon	1974	Trewavas, E
209	Notes on some echinoderms from southern Africa	1974	Clark, A M
210	Notes on some echinoderms from southern Africa	1974	Clark, A M
211	Notes on a small Collection of Myriopods from the Bermuda Islands	1889	Bollman, Charles H
212	On the new spider of the genus Dinopis, from the southern United States	1889	Marx, G
213	Neue pedipalpen und scorpione des Hamburger Museums	1898	Kraepelin, Karl
214	Anolis alumina, new species of grass anole from the Barahona Peninsula of Hispaniola	1976	Hertz, Paul E
215	Crocodilians from the late Tertiary of northwestern Venezuela: Melanosuchus Fisheri sp. nov	1976	Medina, C J
216	On a new specimen of the lower Cretaceous theropod dinosaur Deinonychus antirrhopus	1976	Ostrom, J H
217	West Indian Anoles: a taxonomic and evolutionary summary 1. Introduction and a species list	1976	Williams, E E
218	Lizard karyotypes from the Galapagos Islands: chromosomes in phylogeny and evolution	1976	Paull, D  | Williams, E E  | Hall, W P
219	A laboratory study of the Turkish hamster Mesocricetus brandti	1977	Lyman, C P  | Brien, R C
220	Epigonus trewavasae Poll, a junior synonym of Epigonus constanciae (Giglioli) (Perciformes, Apogonidae)	1977	Mayer, G F  | Tortonese, E
